userid,InboundCall,IsDealSeeker,IsDirtLover,IsDreamer,IsGreen,IsResearcher,TradeInValueGenerated,InboundCallCount,TotalInboundCallLength,BureauIncome,CreditScore1,CreditScore2,FraudScore,Income,MedianVehicleFuelEcon,MedianVehiclePrice,TradeInValueAmount,LeadSource,AgeCategory,accountcreationdatetime,PhoneNumber_hashed,MedianVehicleMileage
7136,0,0,0,0,0,0,0,0,293,43557,657,615,364,54984,27.2,24450,8638,Website,35-45,2018-01-09 08:28:00,92C28499B50E12D6407D771C6AFD8F7F4BA257078F098B355A5FFE7458E27CC6,16978
7137,1,0,0,0,0,0,1,0,284,59795,710,684,369,68096,22.7,26330,8147,Website,45-55,2018-03-12 11:28:00,E6E705F6FECBC78E3BBEA17656DCA04DF84BB73B09C17A0D6240F74F24088D40,30765
7138,0,0,1,0,0,0,0,0,301,51697,657,687,368,38828,28.2,18628,6675,ThirdPartyListing,45-55,2018-05-07 21:28:00,97039746B8D4E4F6F2D6D165DBC2ECE7CF175EF4A703A151DBEB34EA2E9BF4AF,44235
7139,0,0,0,0,0,1,1,0,224,41634,644,725,162,51337,33.9,16368,6992,ThirdPartyListing,55-65,2018-03-30 15:44:00,7E5BE05FA37D076EA81D98EC642D053E2502D65ED4390FEBA2F1CC5D9B1792E1,25060
7140,0,0,1,0,0,0,1,0,329,56018,611,620,338,45570,24.5,28741,10274,Website,18-35,2018-02-26 19:40:00,185524D281360AF3BB349072B0601408939560DC365902450EDA512A60AB7A26,32999
7141,1,0,1,0,0,0,0,0,207,60602,676,653,215,54785,22.9,24339,8885,Website,65+,2018-01-23 17:38:00,9148CD3085140D7F46D8B363FCDD33C12CF859879E5E63989EEAA091910CEC36,39343
7142,1,0,0,0,0,0,1,2,330,67568,630,672,289,63430,35.9,24109,7537,Website,18-35,2018-03-06 09:44:00,1129C815C4255C7795B033880AC5BDA037404B217E310AF66D3B4CAE33AE6C96,39349
7143,0,1,0,0,1,0,1,0,361,59491,656,708,321,86325,25.4,24796,11105,Website,45-55,2018-03-21 05:59:00,,43064
7144,0,0,0,0,0,1,1,0,224,43291,642,706,265,70082,33.3,18868,7360,ThirdPartyListing,45-55,2018-04-26 11:47:00,4E8C2FE2BB7325ACB7361D864C253C1F9CA49B3D0407FC4A6B1CD08D0E0275C5,22705
7145,0,0,0,0,0,0,0,0,439,57232,590,583,385,49389,34.9,29538,8723,Website,65+,2018-04-14 07:04:00,651962D87F05E6D2D433245B98F6DF46F4EC0D425C29C2D577327346606FC112,26877
7146,0,0,0,0,1,0,0,0,278,41808,700,705,273,19684,35.2,28166,4128,Website,45-55,2018-03-24 10:44:00,6AF891821294E3474C7AC6D374EC02BCDAF42A953F7A00ECEE37588DE850C35D,42737
7147,0,0,1,0,0,0,0,0,293,47193,656,668,332,52558,31.3,36134,8109,ThirdPartyListing,65+,2018-04-11 13:11:00,96040E7ED707A045A18C4236ACD1D3DA22180F3C41E4013A597294F71A1A6512,43937
7148,0,0,0,0,0,0,0,0,329,57016,671,683,341,59379,21,24686,7898,Website,18-35,2018-02-14 22:48:00,CF98E37D6CC8D03BD357D18F866BE842D7CA3E2B4FDE3B99BA2A92F55E7C0BC7,37028
7149,1,0,0,0,0,0,1,0,385,50883,676,707,380,38154,33.8,28068,8865,Website,18-35,2018-01-26 04:20:00,941081ACF30035C7292846992F6EAAF121034C98D5C5900E699C273E13045D94,35944
7150,1,1,0,0,0,0,1,0,246,55617,699,673,454,50706,31.4,19552,8675,Website,55-65,2018-03-20 09:37:00,4688E3777453EFDEF483C03934728CBF35C1E7BC81E05A96A44036DB12BA48EA,42042
7151,0,0,0,0,0,1,0,0,290,32315,585,578,272,33482,17.9,28439,3722,Website,45-55,2018-01-07 04:41:00,3D250DA420919B0812A7BC068455F93B2C6ECB00EBBE432E28A5C7D5DF8FA6D2,27693
7152,0,0,1,0,0,1,1,0,195,39151,628,625,371,48903,21.1,24454,10335,Website,65+,2018-03-20 07:47:00,4C2677A597071D26B262ABDB2FA2D68E7BC739E8CD6509CEF28F0913F8FD26DC,28652
7153,0,0,0,0,0,1,1,0,136,51808,679,760,449,29403,30.3,30740,7031,ThirdPartyListing,55-65,2018-03-23 14:31:00,8515DE2569BFAA32D30905E71E2A45654EFBC0AD64E8881E44A0C3E6A2AC5A75,48563
7154,0,0,0,0,0,0,0,0,340,40721,605,576,431,35186,22.6,26140,8956,ThirdPartyListing,18-35,2018-03-27 03:25:00,,42786
7155,0,0,1,0,0,0,1,1,260,66322,586,627,250,70535,28.6,21748,10499,ThirdPartyListing,45-55,2018-04-04 21:36:00,2E84DE49508B4BC6BC1706FA81AA25A8BD91DDFDEB893764816179FAA417092E,47433
7156,0,0,0,0,0,0,1,0,161,48350,682,670,383,62035,21.4,24331,7937,ThirdPartyListing,45-55,2018-01-18 21:51:00,5378AF42B8A2BD21BAD5100EB380EDB73E2DB71CD0FCDA8C68ABEE7C93C5C6AB,45588
7157,1,0,0,0,0,0,0,0,335,44952,604,584,315,35902,39.9,26718,4455,Website,18-35,2018-02-20 12:37:00,4ED76DFD6D876953722CD81D41CD85A936A568B523AB5B8F61F934B78BE8BC6C,22257
7158,0,0,0,0,0,0,1,0,331,44879,714,718,408,58290,21.2,20165,7459,ThirdPartyFinancing,18-35,2018-02-14 08:37:00,C7C60D714910AF6981BBABE14AFDB77B76582DDC423BD58CBDD7589B3C1BE7D6,33961
7159,0,0,0,0,0,0,1,0,292,59845,599,652,308,63781,29.2,27324,8641,Website,18-35,2018-04-29 09:53:00,87B104F9A8739164F2A2E4F015204E93E7C0E398D85FBBD222951587DB9641A1,39358
7160,0,0,0,0,0,1,0,0,349,28633,672,632,400,44895,42.8,27334,3417,ThirdPartyListing,55-65,2018-04-30 03:01:00,BB248A1A88AB7C3C347597750356E4A119671DC7F5CFDBD07511A399CD60C65A,39811
7161,1,0,0,1,0,0,0,1,190,29730,665,630,349,44170,33.2,33939,9255,Website,45-55,2018-02-17 15:38:00,08FD9CA7C9319D8E14FD15032419D21815983B49663776A5EE69D05A6D5283A7,31685
7162,0,1,0,0,0,0,0,0,321,59019,749,831,532,68106,31.4,24619,11663,ThirdPartyListing,65+,2018-01-11 06:41:00,73ED2C39584B71ABCE07B20F0CFA3A74E93F5B4ED2711FF4F4919AD972EC643C,51431
7163,0,0,1,0,0,0,1,0,404,40141,631,623,375,56605,33.6,26410,7234,Website,35-45,2018-04-28 05:46:00,2C66023DD5705BE4E36A349F83612BCA68A99524AB1EE90BB742EBA9D53D6D5C,21432
7164,0,0,1,0,0,0,1,0,365,60309,688,655,242,61289,27.4,25454,6255,Website,45-55,2018-03-04 07:19:00,53A06906E49281DAB32A69005D5C030642D3E4E4C7CEF98EB874D7A4BA2737AA,42436
7165,1,0,0,0,0,0,1,0,328,59763,574,666,357,46940,26.7,27468,7880,Website,35-45,2018-05-10 14:16:00,74EC6C3D4C0E9DDECE8938B1F35E4C00C492764B67F4A2B9D67D4BC5A15AC849,41972
7166,1,0,0,0,0,0,1,0,398,58660,748,804,243,65599,24.1,27748,6109,ThirdPartyListing,18-35,2018-02-18 08:17:00,E270658634E034F6FC8A6AF9D69A88E7D7C05B17BDC613E9E41ED4C571D88A58,29066
7167,0,0,0,1,0,0,0,1,336,66117,722,759,429,73528,29.3,30109,8818,Website,45-55,2018-01-18 06:55:00,C082C29F2CAF31C7D64993E0D57A43078842B1D016D1845A3C80EE853249AC03,41103
7168,0,0,1,0,1,0,0,0,379,51727,664,707,304,64012,28.6,16378,7151,Website,45-55,2018-02-23 17:05:00,,50394
7169,0,0,0,0,0,1,0,0,261,51263,611,599,307,78925,25.2,23325,5777,Website,45-55,2018-01-06 11:03:00,DE3B2548C275154C52577B335D4E49A043F02C4267517CFAC806B8BD52FDA518,41580
7170,0,0,0,0,0,0,0,0,319,40977,635,709,342,46884,28.6,19919,9193,ThirdPartyListing,35-45,2018-01-17 19:34:00,8E9BD0B68ECA6C6DA33AFB4F4C374D93602339C5B42BE7551EA3D50029D41C8B,30888
7171,0,0,0,0,1,0,0,0,482,36813,608,643,352,34804,34.6,25962,5924,Website,55-65,2018-02-15 16:36:00,8BD0D914F592222CD29E4FB457720AA02CFB5064A5E5CBE29C9675C66001A4D8,34593
7172,1,0,0,0,0,1,1,0,349,67376,643,676,467,72870,30.5,21278,9587,ThirdPartyFinancing,18-35,2018-01-02 10:14:00,16C2401D1D2F9119E307C1B1CB28823E811586B32F8D2FC8EB1AE1368C0914F4,38698
7173,0,0,0,0,1,0,0,0,356,44520,605,649,270,31288,22.3,21036,7308,Website,18-35,2018-01-09 07:18:00,8F83C4E77059B109E349FBAFCFF2D2ABD44A76AE94ED7346B332C0F2FF15D59A,45240
7174,1,0,0,0,0,0,0,0,214,67129,637,700,336,61702,23.6,22328,7954,Website,55-65,2018-02-18 12:25:00,2666D42A054392CB3B38C4478BA1A22AB555B5FC769D96BAC7596A506AC633EE,37003
7175,1,0,0,0,0,0,0,0,194,43896,660,649,373,56008,20.6,28211,12892,ThirdPartyListing,18-35,2018-04-10 05:14:00,A1CBF45B5FABEFA2509F8EA6BBB7240DAE44E9C183E1A9692C73E159E58D3CAF,47403
7176,0,0,0,0,1,0,1,0,386,58157,599,610,287,67690,28.9,21133,5837,ThirdPartyListing,18-35,2018-03-31 07:31:00,D815E3BB281ACB3D50CD755D4AA7452BEC3C9B4B3C472636951C2052DBD33563,20181
7177,1,0,0,0,0,0,1,0,342,70947,698,706,287,77126,37.2,13849,8275,Website,45-55,2018-04-27 17:11:00,F16FEBFC0A676471C158494CDA9DB4DDC611ACF386D5E43D8474463D507FAD26,30931
7178,1,0,1,0,0,0,1,0,325,50544,711,677,224,48692,26.2,28505,7208,Website,18-35,2018-04-22 01:10:00,366111693E512AD282B0BD885F6F0288D2979133554EFFE74A126C8E72CF21AB,31619
7179,0,0,0,0,0,0,1,0,250,46376,675,660,236,50069,19.4,23204,7729,Website,45-55,2018-02-26 06:57:00,2596CF3D205B5BB1BA8815ACD60F59FCACFD929584D87AF2DC1AE2AA1EA855C7,31648
7180,0,0,0,0,0,0,1,0,102,58005,719,710,430,47409,28.1,23430,9859,Website,18-35,2018-01-22 22:29:00,45FDC259816C988B08172143E73C8E982C21A9A0DEB2856BD1D745A6368A0D06,35168
7181,0,0,0,0,0,0,0,2,450,42630,696,671,310,36199,25.3,22794,7377,Website,18-35,2018-04-25 09:38:00,EC25F733EA167C83B3748C1F1894B29D5B3948BC31025356F9673609A7FF5BE8,47810
7182,0,1,0,0,0,1,1,1,346,67032,560,513,313,71521,29.9,23334,8431,Website,18-35,2018-01-27 10:20:00,BBA868D791B5C28D8663984445F127FDBF52F85383DAA0A7A66DE3C1A33B5AC4,36057
7183,0,0,0,0,0,0,1,0,363,32883,667,670,417,45822,26.5,27355,6538,Website,55-65,2018-04-05 17:02:00,DB1999E91D1F965F8FAE141E564A9BD13CC1D85B3FC436417D0D0ABF8EFD9087,28728
7184,0,0,1,1,0,1,1,0,302,58289,636,596,257,65778,31.9,25957,8721,Website,45-55,2018-03-11 01:08:00,7A73E45D19BA44C76CEE16E25147F620D4AC2A11067364A5D3C9BF2D34E26DAA,31720
7185,1,0,0,0,0,0,1,0,344,64169,538,562,407,53996,34.7,25826,7016,Website,55-65,2018-02-14 02:57:00,BCC4221DBC31B2CBE94F5ABA751D7568EFA21D875733A1E2761A9717017C968E,43030
7186,0,0,0,0,0,0,1,1,326,60283,714,730,307,49434,24.5,24065,10611,Website,35-45,2018-01-26 10:40:00,F9BA9EF292EBEAA38800A978CE6D41436E9F7E7D7BF556C005360F12C384BCEB,38633
7187,0,0,0,0,0,0,1,1,287,52764,561,597,388,81580,21.7,24640,7111,ThirdPartyListing,18-35,2018-02-19 20:22:00,5EB8DC17B91261FF3EBCBE47DD988BD28BDE0122D525CC3E2639683A0FC77993,30520
7188,0,0,0,0,0,1,0,0,179,55794,588,602,312,67785,22.2,20272,9919,ThirdPartyListing,55-65,2018-02-15 01:15:00,DBDFD3C819D16061C5C6F25F71ACEDFEFDCFBCF3BE4EE6A1CBEE6F4F8B6B63C6,37038
7189,1,1,1,0,0,0,1,0,406,51630,795,821,339,39114,31.2,28823,13486,Website,18-35,2018-03-06 03:59:00,EFB7B6085E170CDBFCDDE050E0BAAE91D9FE3902AE1CAC6284E77AD465508EDE,40370
7190,0,1,0,1,0,0,0,1,261,60755,715,742,432,64512,30.8,23663,9373,Website,45-55,2018-01-23 11:50:00,043AB9CB269E2952AA9275EAEBC592E5223E2C6B8CF367A1DE38CC392DE65F54,29414
7191,0,0,0,0,0,1,1,0,280,62117,603,628,377,62551,28.4,31385,10494,Website,18-35,2018-04-07 15:13:00,62D29D7E12B27FE4E89AED3FEF9DEF20738C696E2AF4D2A340145730FF19136E,38601
7192,0,0,0,1,0,0,0,0,229,43427,575,643,330,38657,13,27788,9322,Website,18-35,2018-04-01 09:19:00,2BCB68C20BF479F1CE15B35E945CE267A8A4C2965A69551122F639013A8781DC,32457
7193,0,1,0,0,0,0,0,0,246,39420,692,683,299,34866,28.9,22227,9580,Website,45-55,2018-03-06 04:53:00,9BE05BF5474F308C5473F436E1AA1460619C268C7DB3C7012309445B1D0F8D1E,23350
7194,0,0,0,0,0,1,0,2,324,47998,675,678,494,35879,24,28312,11208,Website,55-65,2018-04-18 00:38:00,F63FACEFA32BB367E9ACA7C465D203179A819FB2C2C926C8BF1FBC8D93B54B45,37038
7195,0,0,0,0,0,1,1,0,252,74237,618,632,290,58874,38.7,24181,9311,ThirdPartyListing,55-65,2018-01-08 16:10:00,2AB16B56BD6D9145E6B775AC0BB18F5B45119DD385DA4674F634AD6E27D432A5,54912
7196,0,0,0,1,0,0,0,0,523,51111,629,605,370,50755,36.4,29696,8244,Website,45-55,2018-02-02 06:19:00,B0471AB4AACCF80B0FE1586D4529C3CB571B2A97521134A0D8163039D9095EAA,35940
7197,1,0,0,0,0,0,1,0,169,45525,529,567,294,52956,32,22510,6253,ThirdPartyListing,18-35,2018-03-09 22:09:00,655D8F16E716D6A559A1D03967091CF357DEE16316DB53998587CA319A01B036,35007
7198,0,0,0,0,1,0,0,0,239,54139,589,614,306,46698,17.2,23015,12312,ThirdPartyListing,45-55,2018-04-19 21:03:00,4202299DDA245A33DDD6145B21DEF25C81559FD309CF6D6664F2858CE7987A6E,39792
7199,1,0,0,0,0,0,1,0,308,51312,611,664,264,43597,33,19364,9481,Website,45-55,2018-03-28 04:00:00,3B966976EC5D5E87B3C8434BD33F4729B178343D51E1519BD76DDF99E343D131,41266
7200,0,0,0,0,0,0,1,0,261,45187,764,785,372,49127,28.5,26685,5702,ThirdPartyListing,35-45,2018-01-25 14:14:00,D2C5665E80BC49831A7924FC139AE0A84EDC5668175D5C739096CFB349DC2529,27735
7201,0,0,0,0,0,1,1,0,254,62916,643,661,323,57926,14.2,24057,7000,ThirdPartyListing,45-55,2018-02-05 01:01:00,C3B7E607CECCAEC3B24F148ADAD63D6B907C41D7D3D0E9ACF0C71E0CD9881931,31695
7202,0,0,0,0,0,1,0,0,356,45026,725,751,369,62988,30.1,27816,6672,Website,18-35,2018-03-23 20:58:00,B0C28FD8E5A992B7C9956C7FB6A67D010C701FFC25826529E6DEAAD5723FB9BE,47526
7203,0,0,0,1,0,0,0,0,268,29334,655,617,399,14562,26.8,27513,10481,Website,35-45,2018-01-18 19:39:00,771AA000C6B3F253F909716BA2DB345AA6CD37FDD3124388B482FE4FD2FFD749,49287
7204,0,0,0,0,0,0,1,1,233,48657,633,603,398,54250,29.6,28893,8586,Website,55-65,2018-04-07 17:57:00,6EAB60EEFDC885566A9C5D40979527C3D927DECF90ACCDF428E36B6C51F4AB0A,23316
7205,0,0,0,0,0,0,1,0,376,59025,682,666,395,60709,26.5,21006,10694,ThirdPartyListing,35-45,2018-03-20 12:51:00,741A1FFA8A20A2EED8C826B3254E4380AD37E95308E6F38AD0A0307A2F20827C,37346
7206,0,0,0,1,0,0,0,0,428,63769,644,674,365,76911,15.1,28551,8153,ThirdPartyListing,45-55,2018-01-31 19:10:00,281DAE417C6E8D928E688FDF592FA1F4058BA3D1166AB13861D3443361182116,34230
7207,0,0,1,0,0,1,1,0,306,50456,707,717,350,52206,35.2,20356,9944,ThirdPartyListing,35-45,2018-01-01 01:22:00,66CD35CC37621B44B0B14252FBFEE724B183AB35D984C70CA0C809D2C797DBFE,28542
7208,1,0,0,0,0,0,0,0,268,64862,685,745,334,71989,21,32465,9397,Website,65+,2018-01-01 08:04:00,8C2042D21D818072E7AE4DF699947E3040E4C7AB04572770748D1CD59714D03C,44422
7209,0,0,0,0,0,1,0,0,361,44132,640,577,335,42967,24.7,31128,5310,ThirdPartyListing,18-35,2018-03-01 17:58:00,B2646588BB237AE45B63BBE75E53DA526F9A93CD231AD929C608C4299AD4C760,27578
7210,1,1,1,0,0,0,1,0,341,42472,697,692,389,43314,30.6,21550,8710,ThirdPartyListing,35-45,2018-03-01 01:10:00,,35801
7211,1,0,0,0,0,0,0,0,366,51495,732,731,484,60351,26.3,30371,6795,Website,55-65,2018-02-01 14:22:00,A7B8E492C36C82E0E8F53BA8E19B6EB33657E4B6D34750FA1B6AB4739080A9EB,43829
7212,0,0,0,0,0,0,1,0,294,43956,646,604,323,53515,19.6,14824,7624,ThirdPartyListing,18-35,2018-03-19 08:02:00,D2893CA19E65381EB07D353A8C25D71A3CA9809C99727DC8A4A579A1F9FB765D,41081
7213,0,0,0,0,0,0,0,0,222,48582,650,666,400,66299,31.4,15490,9889,Website,45-55,2018-03-16 11:59:00,E890A8EA4203B088AC4A98EB1997C4742ECBCB897F44C91D6FF71A118A40439C,44134
7214,0,0,0,0,0,0,1,0,390,48507,645,638,389,49139,32.8,18872,7252,Website,65+,2018-02-04 18:32:00,,31095
7215,0,0,0,0,0,1,1,0,464,45364,585,590,392,49547,25.7,22887,7885,Website,35-45,2018-02-24 17:32:00,F59137042FC2A7359F775607289BA471C041A383417A829F0DFC4A138800147C,34323
7216,0,0,1,0,0,0,0,0,335,69770,559,610,431,62153,13.4,17154,6666,Website,45-55,2018-03-14 14:17:00,,48550
7217,0,0,0,0,0,0,0,0,376,56524,634,656,370,45958,13.4,28396,7552,Website,45-55,2018-01-13 14:38:00,281EB0A4BDD650F2EACB8C4FFF2C9CE051DFC5DF9ABADA0D51A4DD7064D16D8E,48519
7218,0,0,1,0,0,1,1,0,333,46350,569,527,509,21145,25.3,24920,8674,Website,45-55,2018-04-01 23:53:00,A0DEEEDF5F00805BD78CC83F7C482B8435199F08C40E06B5EA3238D3BEA6AE81,36546
7219,0,0,0,0,0,1,1,0,347,50748,669,652,314,59040,25.3,19050,10396,Website,45-55,2018-03-16 22:18:00,7270CDF826C77F4179674CE14CD7EEE9B536F53DFADC6AAE7F0B67A552624338,31048
7220,1,1,0,0,0,0,0,0,245,46260,684,624,396,60300,28.4,20660,7814,Website,45-55,2018-02-12 05:16:00,F1F8876EA50A4C86E6C3679A992CEF2EC2CBB3E18AA27AB4CE0BF4FC56A392C3,33553
7221,0,0,0,0,0,0,0,0,345,54431,610,646,417,54053,29.5,25141,5046,ThirdPartyListing,18-35,2018-03-09 22:15:00,ED9CFC78D9A4B9FF3497FB46B3A81B4F15B1625C8E817A0B36D768951042E670,42210
7222,0,0,0,0,0,0,1,0,186,43215,685,763,362,37157,14.9,29423,10590,Website,18-35,2018-05-07 17:25:00,F82DE7FFEDA9324BC0781E841117BD5659C7B6547CA6F256F2F24FB44A72004B,43341
7223,0,0,0,0,0,0,1,0,248,51514,695,758,183,50577,24.8,24794,11276,Website,18-35,2018-01-14 23:14:00,2408B63BFE7584A8CB5E6A3D513D65863D024B53FD35262C18CD9A2A553EC7CA,45255
7224,0,0,0,1,0,0,1,0,327,47239,648,697,404,82986,25,29374,8600,Website,35-45,2018-01-08 11:43:00,87554AF44BF9E5B473B23F83E2D07E454ADBA4DA040DFB30F3D553310D04CF59,47020
7225,1,0,0,0,0,0,0,0,336,42758,600,625,362,55060,12.4,18921,9381,Website,65+,2018-02-06 04:22:00,E5AA1F8678864162A8872474AAB19AC851C415F5F14F20B9A963FE5F78F5C661,34916
7226,0,0,0,0,0,0,1,0,277,57541,563,548,329,49990,17,30311,7760,ThirdPartyListing,18-35,2018-01-14 22:39:00,A603922AC2AA77AF28F1558146C101A22865BD22F952B677A5349FDDF6C24730,39498
7227,0,0,0,0,0,1,0,0,335,54110,680,675,286,64402,22.8,26302,5726,Website,65+,2018-01-16 14:14:00,83C9F96A53F370138972DD10920F5A4A208719D347DC97CFA45D1F457846C3E8,38064
7228,0,0,0,0,0,0,0,0,401,63597,628,689,370,83360,31,22785,8629,ThirdPartyListing,18-35,2018-01-03 01:04:00,,25716
7229,0,1,0,0,0,1,1,0,293,63829,526,502,374,74818,27.9,22140,6440,ThirdPartyListing,55-65,2018-02-11 17:18:00,4B04C7E035544F8B5040BEEA42046FD77FA928B9E3D525F5F23E70348638A20C,36200
7230,0,1,1,0,0,0,0,0,368,67559,687,725,350,75103,23.4,28597,10458,Website,18-35,2018-03-04 11:06:00,481BF5238FAB8DB52789F67C8CCFA142F642B5FE0F7013D5B1BBFBC43626757E,43047
7231,0,0,0,0,0,0,1,1,362,35023,627,639,395,29510,20,23695,9950,Website,45-55,2018-04-23 19:39:00,EFF5B916C0712FD35F14C5C18623442DC914580A46879601BDB5C90536A9E50E,39076
7232,0,0,0,0,0,0,0,1,482,73052,689,750,439,78060,16.1,32068,6979,ThirdPartyListing,65+,2018-03-30 15:34:00,15C8BB47E9DCD9E096A09EF8BA5CDDC9882FA3BE9FE604CB811C0350DCBCC4B8,39998
7233,0,0,0,0,0,0,1,0,419,51159,658,743,506,39218,33,32822,6904,ThirdPartyListing,35-45,2018-01-31 01:29:00,42630C17B48F6C9E9D04EF360898F37387EBDC7AEDFA191835A9291030E7AAF1,37669
7234,0,0,0,0,0,1,1,1,390,45920,573,636,273,50356,24.7,22516,9287,Website,18-35,2018-01-14 16:47:00,B063C6E5BE6F725B8239F4652B1167E8FE131212A1600E0B014A52CFD01EE0B5,38738
7235,0,0,0,0,0,0,1,0,377,47909,569,556,509,51094,30.3,21042,12696,Website,45-55,2018-03-11 00:33:00,E78061E874A0A8CBC484A19B8DD8677A0EA9F3F045D1F24F1E6DFB3767ED93EE,29377
7236,0,0,0,0,0,0,0,0,179,39563,607,695,301,40069,21,24518,6489,Website,35-45,2018-05-09 18:27:00,DADCE9ABA959B2CC85408914925D6147699C1760C6EEACAE631830B4EC2DED5E,26577
7237,0,0,0,0,0,0,0,0,235,61855,700,724,389,70362,25.8,33627,7481,Website,45-55,2018-02-13 20:19:00,056083BEAD3DA01466459F4D81FBC241F140201D881B32B115D74F860DAF42CC,29653
7238,0,0,0,1,0,0,0,0,389,47240,723,728,379,46674,33.3,24816,8085,Website,45-55,2018-03-10 17:36:00,9F6B1E210EA698A8056D048CAF268CA2E2034C483822E91027E9190E48F2E387,39271
7239,0,0,1,0,1,0,1,1,419,33819,680,628,358,42322,21.9,25854,9403,Website,18-35,2018-01-10 12:46:00,,39934
7240,0,0,0,0,0,0,0,0,344,37115,702,685,526,24730,19.7,23966,7343,Website,35-45,2018-01-31 07:14:00,CACC3333ECD11527E73C463C5BE66142D998E1C35DEC4D0B4535A2D518CD1603,50157
7241,0,0,0,0,0,0,0,0,232,42873,644,694,414,59240,28.5,18443,8272,ThirdPartyFinancing,35-45,2018-02-15 16:32:00,,27338
7242,1,0,1,0,0,1,0,0,292,52536,555,584,315,61623,19.7,18482,7818,Website,45-55,2018-02-22 15:31:00,3A4B4BBB424E04734F927BAF09EAC8D500C67EC3CA068B1559978D5378D0C888,33836
7243,0,0,1,0,0,0,0,0,349,56857,724,774,339,57570,35.5,19928,6905,Website,45-55,2018-02-06 22:58:00,170893409BE344A2B9C38DBFE3213C1991D78397775A757137A81115833D56CC,43281
7244,0,0,0,0,0,0,0,2,321,29715,569,677,350,63454,26,20364,7109,ThirdPartyListing,18-35,2018-04-21 01:13:00,8C525F2FFC11BB0B9738E63C0089D42F1BA5C7E2DB1B18A3AB4800C8307B9496,36880
7245,0,0,0,0,0,0,1,0,248,50863,644,636,284,46490,23.5,20023,7178,Website,35-45,2018-02-08 17:10:00,E76D5DC028D9F0142C29567C6126413B7D766046C5459E56AD84E15221F06E5B,24445
7246,1,0,1,0,0,0,0,0,346,30492,652,706,266,34113,30.1,30846,2614,Website,65+,2018-02-16 09:50:00,8B9A717E4D4B704F259FEEA39F5D35F76BCE51AAD88134B4538EE07D1A976F61,39396
7247,0,0,0,0,0,0,0,0,268,52163,616,643,259,66237,30,26800,9322,Website,65+,2018-01-29 17:46:00,,48498
7248,0,0,0,0,0,0,1,0,311,46443,545,600,311,51461,26.9,19009,11613,Website,65+,2018-01-09 06:56:00,186EA527B747F9CDAAA39CBDE482B8E41B7EFC6430E248645F1D026569D503B3,38426
7249,0,0,0,0,0,0,0,1,192,47233,611,604,354,51975,24.8,30758,5939,Website,18-35,2018-03-25 20:20:00,7B3562AA65C248771C2E160780358DB97016E8A082B43699DE601969CEDA7CF6,35635
7250,0,0,0,0,0,0,0,0,115,54034,706,776,265,62906,24.3,18324,5352,Website,35-45,2018-01-08 08:48:00,,30928
7251,1,0,0,1,0,1,0,0,132,40946,629,679,361,64885,22.2,20796,8745,Website,35-45,2018-03-01 11:00:00,2240C78F12BCD8655974F21445788D44991EDADB0F636D7510F21C70392545DA,42721
7252,1,0,0,0,0,0,0,0,319,47799,627,617,374,51881,32.2,25287,9696,Website,35-45,2018-02-17 07:03:00,0DE534DD6CF5D32E7C0EBF5DBBCDB7A85199EE135FBA493268A647BE32CAE371,34902
7253,1,0,1,0,0,0,0,0,291,71490,613,613,464,67716,31.8,21090,4531,Website,55-65,2018-03-05 12:13:00,467359D94B821274964A7EB0627920809E4C39B5D31D26D819AE3F984FDBECD9,38769
7254,0,0,0,1,0,0,0,0,399,53970,690,753,262,59989,30.5,27103,5648,ThirdPartyListing,55-65,2018-01-03 03:17:00,6B85C8F9A2C1AA45CD1F64EF825537A2156B6DD24DE558D140201961160987E2,34754
7255,0,0,0,0,0,1,0,0,270,34535,624,582,158,46892,33.1,26777,12143,Website,45-55,2018-02-09 21:03:00,,31292
7256,1,0,0,0,0,0,1,0,331,51649,662,722,270,35581,31.2,25524,7637,Website,18-35,2018-03-25 05:35:00,,40074
7257,0,0,1,0,0,0,1,0,316,44165,705,690,334,47397,36.7,21139,8422,ThirdPartyListing,45-55,2018-01-22 08:30:00,,32216
7258,0,0,0,0,0,1,0,1,325,60266,695,733,373,77404,12.8,25654,10295,Website,65+,2018-04-19 02:54:00,BAD78CD2B7ED1FA8C1B8583D00F37A3447A15C52900D1CDBE8AEC354C010FAF7,44353
7259,0,0,0,0,0,0,0,0,232,44228,679,710,286,47701,22.6,16966,4367,Website,55-65,2018-01-10 05:26:00,2B723C793F0260F611C58C1942FFF6B13B760E2466AEFA1EBDF7940608281363,29697
7260,1,0,0,0,0,0,1,0,374,59827,660,705,355,44153,21,24284,8176,Website,45-55,2018-04-26 21:40:00,8DAD2181E5A9A185FE3BA891FFB9A25E7DDE7482FCFFBA3E6C938B6A3E46713F,35267
7261,0,0,0,0,0,0,1,0,310,48173,528,549,429,68921,35.7,35925,9617,ThirdPartyListing,65+,2018-01-18 13:58:00,2FED84A5F46EBA4420D7216E0DA4B3EAAC045F4B73E2B7AC927001CF9737B8D5,40636
7262,0,0,0,0,0,0,0,0,285,39228,698,738,429,29512,18.5,12346,9449,ThirdPartyListing,55-65,2018-01-11 03:42:00,,29312
7263,0,0,0,0,0,0,0,0,265,47990,571,609,336,45749,35.6,24792,10213,ThirdPartyListing,18-35,2018-03-15 22:29:00,30715D40DF704AB1ED78679B7906EDD378AE923B688E9392C81E4EDBD9D6B4D7,44425
