userid,saledatetime,StickerPrice,Odometer
10387,2018-05-26 22:32:00,13394,20018
10388,2018-03-15 10:39:00,30810,17243
10390,2018-05-14 17:43:00,28674,22602
10391,2018-01-25 03:05:00,26757,18027
10392,2018-02-27 19:07:00,21754,14526
10393,2018-02-11 15:53:00,33989,26197
10395,2018-04-25 03:34:00,15765,22730
10399,2018-02-14 07:48:00,17950,17385
10404,2018-04-09 05:51:00,32148,19644
10407,2018-01-23 11:44:00,35071,18521
10409,2018-06-09 01:50:00,19324,9797
10411,2018-01-29 04:02:00,29484,18845
10413,2018-02-19 01:51:00,30295,15088
10414,2018-04-09 10:37:00,25630,11689
10415,2018-05-08 13:26:00,15746,22724
10416,2018-05-04 13:48:00,13146,13944
10417,2018-05-14 07:00:00,24605,19381
10420,2018-02-27 07:48:00,27949,16385
10423,2018-03-25 20:33:00,34915,12475
10425,2018-03-20 13:55:00,34764,14429
10426,2018-05-09 00:02:00,35934,24780
10428,2018-02-03 12:25:00,22676,20803
10429,2018-02-27 23:24:00,20574,12172
10430,2018-06-14 11:07:00,26447,25934
10434,2018-06-10 05:17:00,27275,22182
10436,2018-06-13 13:49:00,36163,24849
10438,2018-05-22 05:48:00,24471,15341
10439,2018-04-18 16:11:00,21511,12453
10441,2018-06-08 16:37:00,33966,18190
10445,2018-04-05 19:11:00,32114,17634
10446,2018-01-26 18:16:00,16042,20813
10450,2018-04-08 14:02:00,16380,16914
10451,2018-05-17 15:20:00,24806,19442
10459,2018-03-28 03:32:00,13872,16162
10461,2018-04-08 08:12:00,18838,17651
10462,2018-02-07 10:23:00,12723,9817
10466,2018-03-03 21:19:00,12187,13656
10467,2018-05-14 17:03:00,24590,15377
10468,2018-05-14 01:47:00,33662,16098
10472,2018-05-20 23:52:00,20906,14272
10473,2018-04-25 20:44:00,33040,15912
10474,2018-04-11 03:59:00,20696,16209
10478,2018-04-16 11:16:00,28078,28423
10480,2018-04-14 08:32:00,25194,9558
10481,2018-06-03 14:20:00,20425,12128
10483,2018-02-21 13:29:00,18385,21515
10484,2018-03-11 21:19:00,23330,6999
10485,2018-04-16 17:46:00,27930,22379
10489,2018-03-20 03:19:00,36374,26912
10491,2018-04-22 17:04:00,19237,13771
10492,2018-05-13 09:33:00,21720,18516
10499,2018-03-02 05:23:00,17272,15182
10500,2018-04-27 13:25:00,13864,16159
10501,2018-04-08 13:44:00,27846,16354
10504,2018-03-06 05:28:00,13135,17940
10505,2018-03-14 14:23:00,28414,20524
10507,2018-06-15 15:40:00,27309,12193
10509,2018-05-22 02:46:00,25515,25655
10510,2018-05-14 20:08:00,35629,26689
10514,2018-05-08 15:13:00,18475,15542
10515,2018-06-18 17:40:00,21540,10462
10516,2018-02-02 15:38:00,30464,15139
10519,2018-02-18 23:18:00,16550,12965
10520,2018-04-04 20:57:00,33625,18087
10523,2018-04-16 12:04:00,14040,16212
10524,2018-04-01 23:25:00,36105,20832
10526,2018-02-19 07:49:00,26846,22054
10527,2018-02-12 11:57:00,17050,15115
10533,2018-04-17 08:42:00,30952,23286
10535,2018-06-04 16:23:00,17303,15191
10536,2018-05-14 22:38:00,15355,16606
10539,2018-02-15 08:58:00,17358,27208
10541,2018-03-25 19:34:00,13233,13970
10542,2018-03-11 09:05:00,28946,20684
10544,2018-03-03 19:24:00,27811,14343
10547,2018-04-07 12:11:00,16821,13046
10549,2018-02-11 11:50:00,19113,11734
10550,2018-06-17 10:18:00,20766,12230
10551,2018-05-20 21:34:00,35935,18781
10552,2018-04-07 16:47:00,32794,27838
10553,2018-04-09 03:39:00,29111,28733
10554,2018-01-12 02:37:00,36622,18987
10555,2018-04-08 09:41:00,14695,10409
10556,2018-02-11 17:08:00,32834,25850
10560,2018-03-22 03:35:00,15357,16607
10561,2018-04-24 18:39:00,17954,17386
10562,2018-03-19 14:51:00,17393,15218
10564,2018-03-11 12:13:00,34156,20247
10565,2018-03-24 18:59:00,16595,10978
10568,2018-03-21 08:06:00,35533,16660
10569,2018-06-04 16:57:00,24589,19377
10571,2018-04-09 15:06:00,34936,30481
10581,2018-02-15 20:44:00,36922,21077
10584,2018-04-09 16:29:00,15960,24788
10586,2018-03-03 20:19:00,32270,15681
10587,2018-04-22 17:27:00,19788,13936
10592,2018-02-18 07:40:00,31290,25387
10598,2018-04-24 09:05:00,15862,6759
10600,2018-06-04 07:45:00,35714,18714
10601,2018-06-25 18:23:00,15577,16673
10603,2018-05-07 00:54:00,33524,14057
10609,2018-04-08 10:03:00,23352,25006
10610,2018-02-23 23:43:00,15002,16501
10613,2018-02-21 18:04:00,18013,9404
10614,2018-03-18 13:10:00,25523,13657
10615,2018-05-27 10:09:00,29524,14857
10616,2018-04-10 04:54:00,26494,11948
10617,2018-04-11 00:24:00,32360,11708
10621,2018-01-17 00:20:00,21508,24452
10622,2018-02-13 03:22:00,23370,23011
10623,2018-05-21 03:23:00,22436,16731
10625,2018-03-15 03:14:00,12999,11900
10630,2018-05-24 17:15:00,19076,11723
11049,2018-04-16 09:10:00,23636,13091
11050,2018-05-17 11:40:00,33646,22094
11055,2018-04-06 12:25:00,14257,20277
11056,2018-04-21 19:24:00,13016,23905
11058,2018-06-07 22:12:00,27436,14231
11060,2018-03-12 17:35:00,35152,20546
11061,2018-03-23 19:43:00,36219,30866
11062,2018-05-27 14:44:00,14266,18280
11063,2018-03-28 16:20:00,32769,21831
11066,2018-02-26 08:06:00,26157,27847
11067,2018-02-11 10:55:00,15897,10769
11068,2018-05-01 07:21:00,21339,14402
11069,2018-02-28 01:10:00,21257,16377
11070,2018-01-30 14:48:00,34456,20337
11071,2018-04-20 13:46:00,33217,17965
11074,2018-05-19 22:36:00,25066,15520
11076,2018-04-29 23:51:00,18075,15423
11077,2018-04-11 14:37:00,29170,22751
11081,2018-02-06 10:45:00,23668,9101
11082,2018-04-27 13:07:00,19684,11905
11084,2018-05-14 20:46:00,18796,13639
11086,2018-02-01 22:05:00,29553,14866
11087,2018-04-03 13:36:00,26974,14092
11088,2018-05-13 11:06:00,33205,17961
11092,2018-05-25 09:32:00,26230,13869
11094,2018-01-31 11:48:00,34422,14327
11096,2018-03-13 11:28:00,31582,19474
11097,2018-02-25 18:56:00,14658,24397
11099,2018-05-22 04:44:00,19836,13951
11100,2018-04-04 19:58:00,12297,7689
11101,2018-02-20 12:25:00,27328,14199
11108,2018-03-28 14:51:00,20879,20264
11109,2018-03-28 15:05:00,24489,19347
11110,2018-02-27 02:31:00,30798,17239
11111,2018-05-07 18:56:00,28027,22408
11115,2018-03-31 16:00:00,27826,16348
11116,2018-01-21 06:47:00,24675,13402
11118,2018-05-07 01:32:00,21245,18373
11119,2018-02-07 15:36:00,15581,12674
11120,2018-05-12 16:51:00,18171,15451
11121,2018-02-24 18:19:00,17070,15121
11125,2018-05-27 02:04:00,19577,17873
11128,2018-03-04 17:03:00,14353,10306
11130,2018-02-21 19:07:00,14215,16264
11132,2018-05-24 08:59:00,34964,20489
11133,2018-02-12 15:10:00,19250,11775
11136,2018-05-18 06:04:00,23971,9191
11137,2018-03-23 06:44:00,28988,16696
11138,2018-05-16 15:28:00,30582,19175
11140,2018-03-27 16:28:00,24268,19280
11141,2018-03-15 21:06:00,25740,17722
11142,2018-01-31 09:34:00,25764,17729
11146,2018-04-22 00:36:00,23959,19188
11147,2018-05-15 23:21:00,12937,21881
11149,2018-03-29 00:32:00,32219,17666
11152,2018-02-24 00:57:00,18083,17425
11153,2018-02-25 19:02:00,34610,20383
11156,2018-04-10 20:29:00,25080,25524
11157,2018-05-02 00:49:00,25567,17670
11159,2018-03-04 22:14:00,13772,10132
11161,2018-03-03 22:51:00,34550,14365
11162,2018-04-12 23:40:00,21568,8470
11164,2018-04-12 19:03:00,15624,20687
11165,2018-04-27 11:53:00,35401,16620
11168,2018-06-09 07:13:00,13583,8075
11172,2018-06-15 23:14:00,29297,18789
11174,2018-06-19 05:36:00,17939,13382
11178,2018-02-22 07:00:00,20909,16273
11182,2018-02-26 11:25:00,25170,15551
11184,2018-04-12 07:32:00,34711,24413
11186,2018-05-14 16:30:00,14260,4278
11187,2018-02-12 04:37:00,28879,14664
11188,2018-05-09 16:53:00,18319,13496
11191,2018-04-18 01:54:00,25496,27649
11192,2018-06-10 00:39:00,24886,19466
11194,2018-06-14 07:53:00,34366,22310
11195,2018-05-21 15:19:00,30118,33035
11196,2018-03-29 08:31:00,22448,16735
11197,2018-05-02 03:38:00,27830,18349
11200,2018-02-21 08:30:00,27570,20271
11201,2018-02-01 21:59:00,22511,18753
11202,2018-05-04 13:43:00,29276,14783
11203,2018-04-16 21:31:00,14892,16467
11205,2018-01-28 05:44:00,26365,21909
11208,2018-02-26 22:14:00,21294,6388
11209,2018-05-20 11:07:00,28691,16607
11211,2018-05-31 01:57:00,28348,24504
11213,2018-03-14 18:15:00,16324,12897
11215,2018-02-16 06:34:00,15307,14592
11218,2018-02-06 06:26:00,27175,10153
11219,2018-04-30 00:25:00,18383,11515
11226,2018-06-12 18:21:00,34231,20269
11227,2018-04-21 12:19:00,32816,19845
11228,2018-02-04 21:45:00,27969,16391
11231,2018-02-05 10:03:00,22484,18745
11232,2018-05-03 18:07:00,17622,17287
11233,2018-05-02 06:25:00,27202,24161
11234,2018-02-19 15:23:00,15918,8775
11235,2018-05-04 12:01:00,25007,17502
11236,2018-02-04 10:51:00,22635,12791
11239,2018-04-30 18:32:00,30125,21037
11241,2018-04-09 08:37:00,32397,25719
11242,2018-05-07 14:50:00,19350,11805
11244,2018-01-23 00:49:00,32621,21786
11245,2018-02-11 08:56:00,17921,7376
11247,2018-04-30 23:26:00,22578,16773
11248,2018-04-25 15:53:00,31691,21507
11249,2018-05-09 21:26:00,16072,14821
11250,2018-04-18 13:54:00,19314,13794
11254,2018-02-18 11:09:00,12609,13783
11255,2018-04-21 15:48:00,31597,19479
419,2018-04-07 11:06:00,19799,19940
420,2018-01-23 13:48:00,16143,12843
421,2018-02-01 16:32:00,19507,15852
422,2018-05-17 11:45:00,30691,25207
423,2018-05-04 03:03:00,13257,23977
429,2018-05-27 01:49:00,12471,19741
431,2018-05-03 09:12:00,28522,18557
432,2018-05-29 10:41:00,31312,19394
433,2018-04-09 09:23:00,36023,18807
434,2018-03-12 20:34:00,16414,20924
436,2018-03-29 04:00:00,32936,15881
438,2018-01-24 22:47:00,19057,19717
439,2018-04-13 14:50:00,32327,15698
440,2018-01-19 07:34:00,21929,20579
443,2018-03-21 11:48:00,24724,17417
444,2018-05-13 05:33:00,36051,20815
449,2018-04-21 13:35:00,31609,11483
451,2018-06-14 15:35:00,32707,17812
452,2018-02-12 22:49:00,19615,17884
453,2018-05-21 20:48:00,23024,12907
454,2018-05-20 09:41:00,36567,18970
459,2018-05-23 21:30:00,35872,24762
460,2018-03-24 05:16:00,36380,28914
461,2018-02-16 18:44:00,23519,17056
462,2018-04-23 04:29:00,17972,21392
463,2018-02-17 01:18:00,32190,19657
465,2018-03-25 12:03:00,16640,10992
469,2018-03-21 06:49:00,23178,8953
470,2018-05-18 04:08:00,27444,18233
471,2018-02-04 15:06:00,34559,22368
472,2018-05-20 13:23:00,15906,12772
473,2018-04-09 12:57:00,14671,20401
475,2018-05-06 20:27:00,23876,17163
476,2018-03-15 16:10:00,28090,24427
477,2018-02-14 14:10:00,27125,24137
480,2018-04-04 17:07:00,16878,15063
481,2018-02-22 07:26:00,24542,11363
482,2018-04-23 09:45:00,26515,15954
484,2018-02-21 07:19:00,16341,16902
485,2018-01-21 05:42:00,24115,17235
487,2018-01-31 13:28:00,18051,13415
488,2018-06-01 08:41:00,23410,13023
489,2018-02-13 10:13:00,26557,21967
490,2018-04-07 11:53:00,28130,22439
491,2018-06-29 03:54:00,23880,19164
493,2018-05-09 00:25:00,21559,12468
495,2018-04-25 01:03:00,29052,14716
497,2018-03-24 11:13:00,25091,21527
501,2018-02-03 09:15:00,29706,20912
502,2018-02-14 06:50:00,32961,23888
504,2018-06-08 00:37:00,15956,18787
507,2018-06-02 18:25:00,31097,19329
517,2018-04-08 01:39:00,35004,20501
518,2018-02-20 03:34:00,27893,12368
522,2018-04-24 02:11:00,19243,23773
524,2018-04-25 21:38:00,18994,9698
525,2018-04-24 02:49:00,16063,12819
530,2018-01-15 17:38:00,33127,13938
531,2018-04-30 14:02:00,21453,16436
532,2018-05-07 13:27:00,13687,16106
536,2018-03-29 12:58:00,34716,24415
537,2018-01-20 11:13:00,21481,14444
538,2018-04-16 12:53:00,31041,13312
539,2018-02-13 18:30:00,23867,19160
545,2018-01-28 14:36:00,22198,12659
546,2018-06-13 21:31:00,18836,15651
548,2018-02-24 14:54:00,26222,23867
549,2018-05-19 04:12:00,17291,15187
550,2018-05-20 16:29:00,27774,22332
552,2018-05-06 13:16:00,20894,18268
553,2018-04-03 08:56:00,30193,21058
554,2018-02-18 21:16:00,24129,15239
556,2018-03-08 13:18:00,17401,13220
557,2018-01-30 16:10:00,26537,19961
559,2018-02-09 10:25:00,19016,19705
560,2018-02-27 07:01:00,14483,12345
561,2018-03-02 01:46:00,31147,33344
562,2018-02-16 00:10:00,31302,19391
563,2018-05-02 05:41:00,12871,15861
564,2018-05-16 10:58:00,18993,13698
570,2018-04-13 06:25:00,30688,15206
572,2018-03-08 15:47:00,34340,18302
575,2018-02-24 05:17:00,23761,19128
580,2018-02-11 08:39:00,33949,18185
584,2018-03-08 20:55:00,15558,8667
586,2018-04-29 20:53:00,34522,20357
588,2018-02-04 14:42:00,17308,15193
591,2018-03-16 11:35:00,25984,13795
596,2018-05-22 19:06:00,36826,25048
597,2018-05-24 10:29:00,16989,15097
598,2018-03-26 07:31:00,22955,20886
602,2018-03-19 20:26:00,20393,18118
603,2018-03-31 01:42:00,27838,20351
606,2018-04-18 16:17:00,17315,11194
609,2018-01-17 12:50:00,34328,24298
610,2018-03-02 20:44:00,24873,15462
613,2018-05-14 18:34:00,27217,20165
614,2018-03-12 06:34:00,16361,22908
617,2018-04-12 01:55:00,20563,18169
621,2018-05-20 17:45:00,12015,13605
623,2018-02-07 08:04:00,20175,20052
624,2018-05-04 23:28:00,33415,20025
625,2018-02-16 01:54:00,26849,20055
626,2018-03-29 00:15:00,20893,12268
1253,2018-01-31 21:44:00,16803,11041
1254,2018-03-03 09:19:00,26197,17859
1259,2018-01-30 12:23:00,15215,8564
1260,2018-04-29 06:46:00,36352,24906
1262,2018-02-27 10:35:00,33389,14017
1263,2018-05-13 09:48:00,27848,14354
1264,2018-03-15 15:07:00,28895,16668
1267,2018-04-08 00:28:00,29838,10951
1275,2018-06-01 16:39:00,13359,14008
1277,2018-04-11 19:38:00,28561,20568
1279,2018-03-09 21:51:00,21118,14335
1283,2018-04-18 22:45:00,21401,20420
1287,2018-03-28 02:03:00,26590,19977
1288,2018-05-15 08:01:00,22704,20811
1289,2018-06-08 00:16:00,12737,11821
1290,2018-01-29 18:04:00,14343,14303
1292,2018-02-19 19:24:00,26658,25997
1301,2018-02-22 00:33:00,29889,12967
1302,2018-03-18 22:07:00,25984,13795
1303,2018-05-29 11:12:00,16849,9055
1305,2018-05-24 06:28:00,28377,20513
1307,2018-03-11 14:35:00,17138,13141
1313,2018-03-28 03:38:00,15953,8786
1314,2018-05-04 08:33:00,22555,14767
1316,2018-06-17 17:11:00,12801,15840
1317,2018-04-24 04:06:00,18970,23691
1319,2018-02-22 23:32:00,31909,17573
1321,2018-03-08 07:08:00,26301,7890
1322,2018-03-25 00:01:00,20385,16116
1328,2018-01-29 11:27:00,29519,18856
1330,2018-02-18 05:22:00,25299,21590
1332,2018-04-10 04:28:00,33632,16090
1334,2018-03-18 11:38:00,27514,12254
1336,2018-05-23 18:59:00,30120,15036
1338,2018-05-08 11:28:00,13696,14109
1343,2018-04-28 20:01:00,15532,10660
1346,2018-06-03 18:21:00,31375,17413
1348,2018-06-04 01:05:00,13971,14191
1350,2018-03-24 00:40:00,28195,22459
1352,2018-03-06 00:05:00,18545,15564
1353,2018-05-02 14:43:00,29076,14723
1354,2018-05-27 11:37:00,25157,13547
1357,2018-02-07 05:56:00,12238,17671
1358,2018-04-07 13:09:00,18017,17405
1359,2018-05-24 22:50:00,33402,18021
1365,2018-03-19 10:52:00,15613,18684
1369,2018-03-26 01:48:00,21613,20484
1382,2018-02-21 21:51:00,16214,12864
1384,2018-05-13 08:36:00,20437,14131
1385,2018-04-12 08:50:00,16887,11066
1388,2018-02-16 09:06:00,19024,17707
1389,2018-03-19 22:04:00,35864,30759
1390,2018-06-04 05:07:00,32804,19841
1391,2018-03-18 00:55:00,16063,14819
1392,2018-03-09 16:23:00,18733,17620
1393,2018-02-05 18:36:00,21466,18440
1394,2018-03-09 07:01:00,18114,17434
1400,2018-05-05 19:43:00,32532,25760
1401,2018-04-16 02:03:00,25911,9773
1402,2018-03-26 20:42:00,35748,18724
1404,2018-03-25 16:37:00,26549,9965
1405,2018-03-23 12:13:00,19284,11785
1407,2018-02-21 23:57:00,28105,20431
1408,2018-02-04 00:37:00,13956,20187
1413,2018-02-26 18:08:00,25568,15671
1416,2018-02-13 18:20:00,34137,20241
1421,2018-02-10 03:59:00,34743,26423
1424,2018-02-16 00:19:00,20844,16253
1428,2018-02-16 12:04:00,35491,18647
1429,2018-02-22 07:15:00,21319,16396
1430,2018-03-27 00:33:00,19980,19994
1432,2018-05-02 20:18:00,21791,20537
1435,2018-03-23 22:43:00,32434,23730
1436,2018-06-18 02:56:00,17826,17348
1438,2018-04-04 07:23:00,15893,16768
1440,2018-04-05 12:29:00,34768,18430
1442,2018-03-06 06:14:00,12113,15634
1443,2018-03-28 19:48:00,12991,13897
1445,2018-03-28 19:18:00,36311,22893
1446,2018-04-24 02:46:00,23069,26921
1448,2018-05-10 16:26:00,29245,16774
1451,2018-03-20 04:38:00,20644,16193
1453,2018-03-13 23:06:00,17425,23227
1454,2018-06-02 13:50:00,31216,17365
1456,2018-05-31 01:57:00,30493,21148
1459,2018-04-17 14:58:00,33303,17991
2502,2018-04-16 15:17:00,31721,17516
2504,2018-01-30 15:08:00,14745,22424
2507,2018-01-31 19:47:00,28113,14434
2509,2018-03-07 05:35:00,26837,24051
2510,2018-03-18 20:00:00,20428,16128
2512,2018-04-01 12:03:00,19289,13787
2514,2018-03-20 07:39:00,36492,20948
2519,2018-03-01 04:00:00,30359,25108
2521,2018-04-22 17:06:00,18607,21582
2522,2018-04-02 14:58:00,14965,8489
2523,2018-02-17 17:47:00,34095,16228
2526,2018-06-08 20:11:00,23593,17078
2527,2018-05-27 22:14:00,13693,12108
2528,2018-02-08 16:28:00,23412,15023
2530,2018-01-19 03:09:00,21269,18381
2531,2018-04-21 16:28:00,16168,18850
2532,2018-05-12 17:24:00,22237,22671
2534,2018-04-09 11:38:00,32632,25790
2536,2018-03-26 01:46:00,19579,19874
2541,2018-02-11 11:56:00,21959,12588
2542,2018-03-08 12:44:00,25676,11703
2544,2018-02-16 02:10:00,12938,11881
2549,2018-05-28 13:03:00,33327,19998
2550,2018-06-28 11:11:00,15644,14693
2553,2018-06-04 18:25:00,34282,20285
2554,2018-02-05 15:21:00,32518,21755
2557,2018-01-26 00:04:00,33777,18133
2558,2018-05-10 11:56:00,19515,19854
2559,2018-01-31 10:31:00,17540,19262
2560,2018-03-12 01:34:00,30336,11101
2561,2018-03-21 07:08:00,36253,18876
2562,2018-05-24 18:14:00,14892,18468
2565,2018-05-05 02:52:00,18260,17478
2571,2018-05-17 20:42:00,25820,19746
2572,2018-05-19 01:25:00,12358,19707
2573,2018-02-22 23:24:00,28647,18594
2574,2018-03-24 00:10:00,24527,19358
2580,2018-02-15 03:06:00,20363,14109
2582,2018-06-03 13:57:00,29484,20845
2589,2018-03-29 04:00:00,19577,11873
2590,2018-04-20 10:33:00,16200,16860
2591,2018-03-13 05:48:00,26226,15868
2592,2018-03-23 18:11:00,18495,17548
2594,2018-05-15 15:07:00,31981,15594
2600,2018-05-21 02:05:00,21789,18537
2601,2018-04-09 04:05:00,18272,11482
2602,2018-04-02 17:47:00,34839,20452
2604,2018-05-03 22:37:00,13629,12089
2608,2018-05-04 10:45:00,21970,10591
2609,2018-02-14 11:04:00,17469,27241
2612,2018-03-08 16:57:00,36059,22818
2615,2018-01-24 15:56:00,36387,28916
2620,2018-03-23 12:02:00,24030,15209
2621,2018-03-18 09:06:00,31920,17576
2622,2018-02-07 15:23:00,27586,20276
2623,2018-02-22 13:41:00,21803,14541
2624,2018-02-17 07:12:00,36631,20989
2628,2018-04-23 19:07:00,16726,15018
2629,2018-03-24 07:53:00,26028,15808
2632,2018-02-25 11:18:00,19929,15979
2633,2018-04-27 02:37:00,22652,20796
2635,2018-01-18 02:21:00,15573,10672
2637,2018-04-12 23:50:00,27593,16278
2638,2018-02-23 11:13:00,18619,23586
2642,2018-03-09 15:33:00,17751,23325
2644,2018-03-04 22:30:00,14291,14287
2645,2018-05-07 02:58:00,19796,9939
2646,2018-04-20 22:39:00,29828,18948
2649,2018-04-06 04:40:00,20811,20243
2650,2018-04-25 22:26:00,17692,11308
2651,2018-05-26 23:58:00,35480,12644
2652,2018-05-06 05:47:00,31525,17457
2653,2018-02-21 05:00:00,35545,16664
2654,2018-03-04 08:51:00,33876,16163
2657,2018-03-18 10:28:00,34895,16469
2659,2018-01-28 22:06:00,34720,16416
2660,2018-04-15 15:31:00,35538,26661
2661,2018-02-07 08:17:00,26448,13935
2664,2018-05-10 04:38:00,32015,19604
2667,2018-02-22 03:14:00,25200,15560
2668,2018-05-29 18:06:00,20893,22268
2669,2018-04-11 07:40:00,18903,11671
2670,2018-04-18 20:29:00,23738,17121
2671,2018-03-06 12:56:00,14878,10463
2674,2018-06-21 08:18:00,28116,18435
2676,2018-03-31 15:20:00,21346,16404
2678,2018-04-03 12:13:00,14785,16435
2681,2018-03-30 20:01:00,30076,17023
2684,2018-04-04 15:31:00,13864,22159
2687,2018-04-16 02:14:00,28336,24501
2689,2018-03-26 20:27:00,21215,12364
2691,2018-05-02 10:38:00,12210,11663
2695,2018-05-28 08:22:00,27352,16206
2697,2018-03-13 15:12:00,18221,15466
2700,2018-06-10 17:10:00,18775,13632
2703,2018-05-02 20:31:00,31607,15482
2708,2018-06-07 03:59:00,18977,17693
5003,2018-04-16 00:26:00,34848,24455
5006,2018-03-09 05:00:00,29498,20849
5007,2018-03-31 23:48:00,36480,12944
5009,2018-02-08 04:23:00,25682,23705
5011,2018-03-21 09:54:00,34974,16492
5014,2018-05-19 10:13:00,31435,15431
5015,2018-04-28 01:22:00,16243,12873
5016,2018-03-08 02:57:00,32639,19792
5017,2018-04-25 19:08:00,31123,21337
5018,2018-04-10 15:44:00,14407,14322
5019,2018-04-05 00:01:00,22137,12641
5026,2018-04-22 17:21:00,36361,20908
5027,2018-04-19 19:56:00,35198,24559
5028,2018-02-12 06:30:00,14796,8439
5031,2018-04-19 01:22:00,29031,16709
5035,2018-05-10 05:05:00,27161,16148
5036,2018-04-09 23:22:00,26923,12077
5037,2018-02-10 11:08:00,35626,20688
5040,2018-03-01 07:24:00,27942,10383
5046,2018-05-10 09:13:00,30524,25157
5047,2018-03-03 10:14:00,36011,18803
5048,2018-01-29 13:03:00,13694,20108
5051,2018-03-08 14:40:00,12802,11841
5053,2018-03-05 04:36:00,17120,11136
5054,2018-03-21 15:45:00,28862,22658
5059,2018-04-01 20:19:00,16891,21067
5064,2018-03-11 18:50:00,17534,15260
5068,2018-04-10 05:52:00,20439,16132
5069,2018-06-04 17:07:00,29911,20973
5070,2018-03-17 04:13:00,35378,22613
5071,2018-01-29 11:00:00,20879,26264
5073,2018-05-11 03:40:00,36414,12924
5075,2018-06-07 17:48:00,12279,19684
5076,2018-03-20 06:09:00,26421,13926
5077,2018-02-20 01:14:00,34154,20246
5078,2018-03-22 03:38:00,31923,21577
5079,2018-03-25 19:33:00,35858,26758
5080,2018-03-14 19:55:00,20019,14006
5083,2018-05-21 00:15:00,13453,14036
5084,2018-02-28 01:13:00,17804,25341
5086,2018-02-28 02:11:00,14010,10203
5091,2018-02-19 09:11:00,32617,23785
5094,2018-05-29 07:22:00,36937,27081
5096,2018-03-12 03:40:00,20211,16063
5101,2018-04-20 06:17:00,15231,16569
5105,2018-01-29 16:27:00,24472,23341
5112,2018-03-30 15:25:00,23469,19041
5115,2018-04-09 20:24:00,23462,19039
5117,2018-05-30 13:08:00,23536,17061
5118,2018-05-04 13:42:00,23154,16946
5119,2018-03-08 05:58:00,16076,16823
5122,2018-03-07 12:48:00,18268,11480
5123,2018-04-18 07:03:00,22093,18628
5126,2018-04-26 02:28:00,20074,20022
5133,2018-04-19 04:04:00,22585,14775
5138,2018-05-19 13:06:00,25414,21624
5141,2018-03-14 04:19:00,25431,17629
5142,2018-05-11 00:02:00,27889,18367
5143,2018-02-26 23:56:00,33439,20032
5144,2018-02-15 09:02:00,23127,16938
5145,2018-03-15 18:10:00,17322,9197
5146,2018-03-04 06:55:00,31159,23348
5148,2018-05-28 23:18:00,13310,13993
5151,2018-05-23 06:57:00,25640,19692
5154,2018-05-26 23:59:00,24318,7295
5160,2018-06-24 08:58:00,20453,16136
5164,2018-04-10 22:12:00,20068,14020
5165,2018-04-14 15:00:00,32432,19729
5169,2018-04-05 16:45:00,26487,13946
5171,2018-04-15 00:32:00,13980,10194
5174,2018-04-14 22:09:00,27136,14141
5176,2018-06-09 19:59:00,34291,14287
5177,2018-05-03 18:14:00,29007,18702
5178,2018-05-17 15:25:00,13835,14151
5179,2018-03-28 22:12:00,18561,11568
5180,2018-06-04 04:51:00,21187,12356
5182,2018-06-08 13:01:00,17167,11150
5188,2018-03-10 01:33:00,23906,17172
5191,2018-02-26 04:22:00,16182,20855
5192,2018-04-16 01:46:00,29643,22893
5193,2018-05-13 07:10:00,27965,14389
5196,2018-06-19 22:38:00,15153,12546
5198,2018-03-11 11:25:00,21641,18492
5199,2018-05-19 09:59:00,15047,16514
5205,2018-04-06 06:37:00,17306,9192
5207,2018-04-12 20:24:00,34932,18480
5208,2018-03-10 07:59:00,33929,26179
5210,2018-03-24 03:30:00,29899,18970
5211,2018-04-17 08:15:00,31959,25588
5843,2018-02-27 10:44:00,21515,18455
5846,2018-05-17 00:23:00,31938,19581
5847,2018-04-29 10:31:00,20670,12201
5850,2018-04-10 01:24:00,24938,23481
5855,2018-04-21 15:22:00,31012,11304
5857,2018-04-27 14:16:00,35839,20752
5861,2018-03-07 23:18:00,30649,17195
5862,2018-02-12 18:35:00,20771,8231
5864,2018-01-26 07:50:00,22302,10691
5865,2018-02-05 05:14:00,14766,18430
5867,2018-03-22 21:59:00,22504,14751
5868,2018-04-16 17:44:00,27511,10253
5869,2018-06-29 18:40:00,21684,12505
5870,2018-02-19 05:03:00,33277,15983
5872,2018-05-27 12:53:00,30493,17148
5874,2018-02-20 00:10:00,12969,19891
5875,2018-03-13 09:55:00,20747,22224
5879,2018-03-29 09:35:00,23236,18971
5884,2018-02-22 08:53:00,22041,18612
5887,2018-02-14 20:35:00,34272,20282
5888,2018-06-08 09:09:00,25262,19579
5889,2018-03-13 22:36:00,21271,18381
5895,2018-05-24 23:20:00,32695,15808
5898,2018-03-12 12:31:00,27835,22351
5900,2018-04-16 08:00:00,34240,18272
5901,2018-05-13 02:41:00,13073,15922
5903,2018-05-04 07:08:00,13663,20099
5906,2018-04-18 10:45:00,12961,5888
5908,2018-06-08 00:52:00,30088,15026
5909,2018-04-17 16:30:00,16158,20847
5911,2018-04-23 21:41:00,35213,18564
5914,2018-06-04 20:42:00,35054,22516
5915,2018-05-19 22:13:00,25366,17610
5916,2018-01-25 12:37:00,14175,14253
5917,2018-02-26 10:42:00,23588,11077
5919,2018-01-29 11:07:00,28005,16402
5924,2018-03-04 23:59:00,13900,24170
5927,2018-04-10 16:36:00,31115,17334
5928,2018-02-13 06:19:00,24676,17403
5929,2018-05-04 20:39:00,33166,13950
